cycle,algorithm,onu_id,offered_bytes,served_bytes,backlog_bytes
59,limited,65298be0-01e9-4bf4-9842-ae24b342999c,30585,5100,86712
59,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,615,5100,115619
59,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,12597,5100,82893
60,limited,65298be0-01e9-4bf4-9842-ae24b342999c,30556,4900,112370
60,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,636,5300,111140
60,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,564,5100,78402
61,limited,65298be0-01e9-4bf4-9842-ae24b342999c,534,5100,107962
61,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,607,5100,106668
61,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,615,5100,73926
62,limited,65298be0-01e9-4bf4-9842-ae24b342999c,598,5100,103552
62,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,655,5100,102251
62,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,12620,5100,81470
63,limited,65298be0-01e9-4bf4-9842-ae24b342999c,589,5100,99131
63,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,615,5100,97849
63,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,644,5100,77058
64,limited,65298be0-01e9-4bf4-9842-ae24b342999c,605,5100,94715
64,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,589,5100,93436
64,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,534,5100,72580
65,limited,65298be0-01e9-4bf4-9842-ae24b342999c,30596,5100,120295
65,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,620,5100,89043
65,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,601,5100,68103
66,limited,65298be0-01e9-4bf4-9842-ae24b342999c,586,5100,115861
66,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,663,5100,84713
66,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,632,5100,63658
67,limited,65298be0-01e9-4bf4-9842-ae24b342999c,12602,5100,123429
67,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,572,5100,80355
67,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,30616,5100,89229
68,limited,65298be0-01e9-4bf4-9842-ae24b342999c,576,5100,118973
68,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,612,5100,76009
68,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,559,5100,84759
69,limited,65298be0-01e9-4bf4-9842-ae24b342999c,580,5100,114497
69,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,590,5100,71653
69,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,12630,5100,92319
70,limited,65298be0-01e9-4bf4-9842-ae24b342999c,12645,5100,122066
70,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,594,5100,67291
70,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,12616,5100,99895
71,limited,65298be0-01e9-4bf4-9842-ae24b342999c,12583,5100,129618
71,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,587,5100,62916
71,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,624,5100,95495
72,limited,65298be0-01e9-4bf4-9842-ae24b342999c,591,5100,125161
72,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,583,5100,58524
72,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,635,5100,91130
73,limited,65298be0-01e9-4bf4-9842-ae24b342999c,602,5100,120706
73,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,12592,5100,66124
73,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,597,5100,86762
74,limited,65298be0-01e9-4bf4-9842-ae24b342999c,30574,5100,146225
74,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,30586,5100,91710
74,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,643,5100,82437
75,limited,65298be0-01e9-4bf4-9842-ae24b342999c,12573,4900,153917
75,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,595,5100,87291
75,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,568,5100,78080
76,limited,65298be0-01e9-4bf4-9842-ae24b342999c,600,5100,149609
76,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,551,5100,82823
76,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,12609,5100,85732
77,limited,65298be0-01e9-4bf4-9842-ae24b342999c,651,5300,145152
77,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,12601,5100,90356
77,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,613,5100,81397
78,limited,65298be0-01e9-4bf4-9842-ae24b342999c,607,5100,140702
78,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,618,5100,85907
78,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,604,5100,77066
79,limited,65298be0-01e9-4bf4-9842-ae24b342999c,632,5100,136284
79,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,588,5100,81446
79,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,12609,5100,84744
80,limited,65298be0-01e9-4bf4-9842-ae24b342999c,12629,5100,143895
80,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,592,5100,76977
80,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,577,5100,80399
81,limited,65298be0-01e9-4bf4-9842-ae24b342999c,600,5100,139506
81,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,30654,5100,102562
81,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,653,5300,75907
82,limited,65298be0-01e9-4bf4-9842-ae24b342999c,641,5100,135158
82,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,604,5100,98151
82,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,597,5100,71412
83,limited,65298be0-01e9-4bf4-9842-ae24b342999c,619,5100,130829
83,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,30591,5100,123731
83,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,598,5100,66915
84,limited,65298be0-01e9-4bf4-9842-ae24b342999c,603,5100,126503
84,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,609,5100,119320
84,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,621,5100,62439
85,limited,65298be0-01e9-4bf4-9842-ae24b342999c,599,5100,122176
85,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,588,5100,114897
85,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,606,5100,57969
