cycle,algorithm,onu_id,grant_bytes,start_ns,end_ns
97,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,5100,1621360,1626440
97,limited,65298be0-01e9-4bf4-9842-ae24b342999c,5100,1627160,1632240
98,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,5100,1632240,1637320
98,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,5100,1638040,1643120
98,limited,65298be0-01e9-4bf4-9842-ae24b342999c,5100,1643840,1648920
99,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,5100,1648920,1654000
99,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,5100,1654720,1659800
99,limited,65298be0-01e9-4bf4-9842-ae24b342999c,5100,1660520,1665600
100,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,5300,1665600,1670840
100,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,5100,1671400,1676480
100,limited,65298be0-01e9-4bf4-9842-ae24b342999c,5100,1677200,1682280
101,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,5100,1682280,1687360
101,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,5100,1688080,1693160
101,limited,65298be0-01e9-4bf4-9842-ae24b342999c,5100,1693880,1698960
102,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,5100,1698960,1704040
102,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,5100,1704760,1709840
102,limited,65298be0-01e9-4bf4-9842-ae24b342999c,5100,1710560,1715640
103,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,5100,1715640,1720720
103,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,5100,1721440,1726520
103,limited,65298be0-01e9-4bf4-9842-ae24b342999c,5100,1727240,1732320
104,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,5100,1732320,1737400
104,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,5100,1738120,1743200
104,limited,65298be0-01e9-4bf4-9842-ae24b342999c,5100,1743920,1749000
105,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,5100,1749000,1754080
105,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,5100,1754800,1759880
105,limited,65298be0-01e9-4bf4-9842-ae24b342999c,5100,1760600,1765680
106,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,5100,1765680,1770760
106,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,5100,1771480,1776560
106,limited,65298be0-01e9-4bf4-9842-ae24b342999c,5100,1777280,1782360
107,limited,3614600b-9bf7-44db-9e41-2b43bc47c25a,5100,1782360,1787440
107,limited,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,5100,1788160,1793240
107,limited,65298be0-01e9-4bf4-9842-ae24b342999c,5100,1793960,1799040
