cycle,algorithm,onu_id,offered_bytes,served_bytes,backlog_bytes
83,gated,3614600b-9bf7-44db-9e41-2b43bc47c25a,598,600,6915
84,gated,65298be0-01e9-4bf4-9842-ae24b342999c,603,600,8003
84,gated,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,609,600,9820
84,gated,3614600b-9bf7-44db-9e41-2b43bc47c25a,621,600,6939
85,gated,65298be0-01e9-4bf4-9842-ae24b342999c,599,600,8176
85,gated,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,588,600,9897
85,gated,3614600b-9bf7-44db-9e41-2b43bc47c25a,606,600,6969
86,gated,65298be0-01e9-4bf4-9842-ae24b342999c,560,600,8309
86,gated,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,30646,30600,10020
86,gated,3614600b-9bf7-44db-9e41-2b43bc47c25a,572,600,6971
87,gated,65298be0-01e9-4bf4-9842-ae24b342999c,12586,12600,8428
87,gated,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,621,600,10164
87,gated,3614600b-9bf7-44db-9e41-2b43bc47c25a,561,400,7134
88,gated,65298be0-01e9-4bf4-9842-ae24b342999c,30610,30600,8557
88,gated,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,12596,12600,10304
88,gated,3614600b-9bf7-44db-9e41-2b43bc47c25a,30568,30600,7265
89,gated,65298be0-01e9-4bf4-9842-ae24b342999c,571,600,8657
89,gated,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,597,600,10441
89,gated,3614600b-9bf7-44db-9e41-2b43bc47c25a,549,600,7345
90,gated,65298be0-01e9-4bf4-9842-ae24b342999c,12612,12600,8769
90,gated,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,30561,30600,10539
90,gated,3614600b-9bf7-44db-9e41-2b43bc47c25a,12575,12600,7400
91,gated,65298be0-01e9-4bf4-9842-ae24b342999c,611,600,8892
91,gated,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,573,600,10610
91,gated,3614600b-9bf7-44db-9e41-2b43bc47c25a,12640,12600,7495
92,gated,65298be0-01e9-4bf4-9842-ae24b342999c,597,600,9012
92,gated,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,613,600,10694
92,gated,3614600b-9bf7-44db-9e41-2b43bc47c25a,584,600,7574
93,gated,65298be0-01e9-4bf4-9842-ae24b342999c,578,600,9110
93,gated,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,612,600,10790
93,gated,3614600b-9bf7-44db-9e41-2b43bc47c25a,626,600,7679
94,gated,65298be0-01e9-4bf4-9842-ae24b342999c,12603,12600,9211
94,gated,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,608,600,10894
94,gated,3614600b-9bf7-44db-9e41-2b43bc47c25a,611,600,7795
95,gated,65298be0-01e9-4bf4-9842-ae24b342999c,582,600,9294
95,gated,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,30583,30600,10981
95,gated,3614600b-9bf7-44db-9e41-2b43bc47c25a,620,600,7931
96,gated,65298be0-01e9-4bf4-9842-ae24b342999c,581,600,9358
96,gated,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,587,600,11055
96,gated,3614600b-9bf7-44db-9e41-2b43bc47c25a,594,600,8061
97,gated,65298be0-01e9-4bf4-9842-ae24b342999c,12602,12600,9424
97,gated,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,12638,12600,11167
97,gated,3614600b-9bf7-44db-9e41-2b43bc47c25a,600,600,8191
98,gated,65298be0-01e9-4bf4-9842-ae24b342999c,12625,12600,9515
98,gated,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,600,600,11279
98,gated,3614600b-9bf7-44db-9e41-2b43bc47c25a,12638,12600,8359
99,gated,65298be0-01e9-4bf4-9842-ae24b342999c,595,600,9601
99,gated,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,581,600,11372
99,gated,3614600b-9bf7-44db-9e41-2b43bc47c25a,605,600,8532
100,gated,65298be0-01e9-4bf4-9842-ae24b342999c,589,600,9676
100,gated,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,12560,12600,11425
100,gated,3614600b-9bf7-44db-9e41-2b43bc47c25a,12627,12800,8532
101,gated,65298be0-01e9-4bf4-9842-ae24b342999c,614,600,9765
101,gated,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,628,600,11506
101,gated,3614600b-9bf7-44db-9e41-2b43bc47c25a,611,600,8543
102,gated,65298be0-01e9-4bf4-9842-ae24b342999c,12600,12600,9854
102,gated,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,610,600,11597
102,gated,3614600b-9bf7-44db-9e41-2b43bc47c25a,642,600,8596
103,gated,65298be0-01e9-4bf4-9842-ae24b342999c,612,600,9955
103,gated,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,626,600,11714
103,gated,3614600b-9bf7-44db-9e41-2b43bc47c25a,618,600,8667
104,gated,65298be0-01e9-4bf4-9842-ae24b342999c,30600,30600,10056
104,gated,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,42597,42600,11828
104,gated,3614600b-9bf7-44db-9e41-2b43bc47c25a,617,600,8755
105,gated,65298be0-01e9-4bf4-9842-ae24b342999c,42591,42600,10148
105,gated,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,584,600,11926
105,gated,3614600b-9bf7-44db-9e41-2b43bc47c25a,549,600,8792
106,gated,65298be0-01e9-4bf4-9842-ae24b342999c,598,600,10238
106,gated,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,581,600,12005
106,gated,3614600b-9bf7-44db-9e41-2b43bc47c25a,617,600,8846
107,gated,65298be0-01e9-4bf4-9842-ae24b342999c,595,600,10323
107,gated,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,578,600,12062
107,gated,3614600b-9bf7-44db-9e41-2b43bc47c25a,616,600,8916
108,gated,65298be0-01e9-4bf4-9842-ae24b342999c,579,600,10387
108,gated,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,30584,30600,12103
108,gated,3614600b-9bf7-44db-9e41-2b43bc47c25a,30636,30600,9022
109,gated,65298be0-01e9-4bf4-9842-ae24b342999c,12625,12600,10476
109,gated,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,12630,12600,12174
109,gated,3614600b-9bf7-44db-9e41-2b43bc47c25a,593,600,9121
110,gated,65298be0-01e9-4bf4-9842-ae24b342999c,550,600,10515
110,gated,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,30591,30600,12236
110,gated,3614600b-9bf7-44db-9e41-2b43bc47c25a,628,600,9248
111,gated,65298be0-01e9-4bf4-9842-ae24b342999c,610,600,10564
111,gated,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,574,600,12272
111,gated,3614600b-9bf7-44db-9e41-2b43bc47c25a,564,600,9339
112,gated,65298be0-01e9-4bf4-9842-ae24b342999c,30595,30600,10608
112,gated,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,12592,12600,12300
112,gated,3614600b-9bf7-44db-9e41-2b43bc47c25a,650,600,9480
113,gated,65298be0-01e9-4bf4-9842-ae24b342999c,603,600,10655
113,gated,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,576,600,12304
