cycle,algorithm,onu_id,cls,size_bytes,arrival_ns,start_ns,end_ns,queue_delay_ns
108,ipact,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,BE,1500,2496315,2514595,2515795,18280
108,ipact,65298be0-01e9-4bf4-9842-ae24b342999c,EF,200,2496315,2517515,2517675,21200
108,ipact,65298be0-01e9-4bf4-9842-ae24b342999c,EF,200,2496315,2517675,2517835,21360
108,ipact,65298be0-01e9-4bf4-9842-ae24b342999c,EF,200,2496315,2517835,2517995,21520
108,ipact,65298be0-01e9-4bf4-9842-ae24b342999c,BE,1500,2409194,2517995,2519195,108801
108,ipact,65298be0-01e9-4bf4-9842-ae24b342999c,BE,1500,2409194,2519195,2520395,110001
108,ipact,65298be0-01e9-4bf4-9842-ae24b342999c,BE,1500,2409194,2520395,2521595,111201
108,ipact,65298be0-01e9-4bf4-9842-ae24b342999c,BE,1500,2409194,2521595,2522795,112401
108,ipact,65298be0-01e9-4bf4-9842-ae24b342999c,BE,1500,2409194,2522795,2523995,113601
108,ipact,65298be0-01e9-4bf4-9842-ae24b342999c,BE,1500,2409194,2523995,2525195,114801
108,ipact,65298be0-01e9-4bf4-9842-ae24b342999c,BE,1500,2409194,2525195,2526395,116001
109,ipact,3614600b-9bf7-44db-9e41-2b43bc47c25a,EF,200,2527395,2527395,2527555,0
109,ipact,3614600b-9bf7-44db-9e41-2b43bc47c25a,EF,200,2527395,2527555,2527715,160
109,ipact,3614600b-9bf7-44db-9e41-2b43bc47c25a,EF,200,2527395,2527715,2527875,320
109,ipact,3614600b-9bf7-44db-9e41-2b43bc47c25a,BE,1500,2496315,2527875,2529075,31560
109,ipact,3614600b-9bf7-44db-9e41-2b43bc47c25a,BE,1500,2496315,2529075,2530275,32760
109,ipact,3614600b-9bf7-44db-9e41-2b43bc47c25a,BE,1500,2496315,2530275,2531475,33960
109,ipact,3614600b-9bf7-44db-9e41-2b43bc47c25a,BE,1500,2496315,2531475,2532675,35160
109,ipact,3614600b-9bf7-44db-9e41-2b43bc47c25a,BE,1500,2496315,2532675,2533875,36360
109,ipact,3614600b-9bf7-44db-9e41-2b43bc47c25a,BE,1500,2496315,2533875,2535075,37560
109,ipact,3614600b-9bf7-44db-9e41-2b43bc47c25a,BE,1500,2496315,2535075,2536275,38760
109,ipact,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,EF,200,2527395,2537995,2538155,10600
109,ipact,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,EF,200,2527395,2538155,2538315,10760
109,ipact,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,EF,200,2527395,2538315,2538475,10920
109,ipact,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,AF,1500,2527395,2538475,2539675,11080
109,ipact,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,AF,1500,2527395,2539675,2540875,12280
109,ipact,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,AF,1500,2527395,2540875,2542075,13480
109,ipact,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,AF,1500,2527395,2542075,2543275,14680
109,ipact,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,AF,1500,2527395,2543275,2544475,15880
109,ipact,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,AF,1500,2527395,2544475,2545675,17080
109,ipact,3e986a43-1a3d-4ab7-b7ec-6a30f7d0f62d,AF,1500,2527395,2545675,2546875,18280
109,ipact,65298be0-01e9-4bf4-9842-ae24b342999c,EF,200,2527395,2548595,2548755,21200
109,ipact,65298be0-01e9-4bf4-9842-ae24b342999c,EF,200,2527395,2548755,2548915,21360
109,ipact,65298be0-01e9-4bf4-9842-ae24b342999c,EF,200,2527395,2548915,2549075,21520
109,ipact,65298be0-01e9-4bf4-9842-ae24b342999c,AF,1500,2527395,2549075,2550275,21680
109,ipact,65298be0-01e9-4bf4-9842-ae24b342999c,AF,1500,2527395,2550275,2551475,22880
109,ipact,65298be0-01e9-4bf4-9842-ae24b342999c,AF,1500,2527395,2551475,2552675,24080
109,ipact,65298be0-01e9-4bf4-9842-ae24b342999c,AF,1500,2527395,2552675,2553875,25280
109,ipact,65298be0-01e9-4bf4-9842-ae24b342999c,AF,1500,2527395,2553875,2555075,26480
